x,y,z
692.122,820.007,1
691.123,818.518,1
691.123,818.518,1
689.013,818.997,1
688.461,817.220,1
686.056,817.090,1
685.640,814.683,1
685.640,814.683,1
683.408,814.470,1
682.876,812.170,1
680.851,812.125,1
680.191,810.270,1
680.191,810.270,1
677.269,811.203,1
676.777,809.277,1
674.456,808.916,1
674.114,806.887,1
674.114,806.887,1
671.481,806.875,1
670.678,804.924,1
668.165,804.651,1
668.231,803.275,1
668.231,803.275,1
666.866,803.591,1
666.431,801.946,1
664.203,801.888,1
663.968,799.668,1
663.968,799.668,1
662.015,800.056,1
661.197,798.019,1
658.917,797.828,1
657.978,796.177,1
657.978,796.177,1
655.733,796.178,1
655.230,794.516,1
652.970,794.492,1
652.249,793.045,1
652.249,793.045,1
650.560,793.450,1
650.375,791.930,1
648.484,792.503,1
648.198,790.885,1
648.198,790.885,1
646.238,792.313,1
645.776,790.772,1
643.969,791.863,1
643.150,790.379,1
643.150,790.379,1
640.936,791.329,1
639.525,790.902,1
636.020,792.609,1
636.020,792.609,1
634.311,791.826,1
632.123,792.555,1
629.855,790.812,1
626.944,791.641,1
626.944,791.641,1
624.905,789.769,1
622.874,791.131,1
620.704,789.860,1
618.949,791.490,1
618.949,791.490,1
616.685,790.803,1
615.283,792.861,1
613.512,792.398,1
611.708,794.228,1
611.708,794.228,1
609.686,793.449,1
608.065,795.309,1
605.960,794.573,1
604.254,796.446,1
604.254,796.446,1
601.644,795.339,1
599.721,796.857,1
597.806,796.450,1
597.806,796.450,1
596.223,798.481,1
594.211,798.250,1
592.415,800.250,1
590.947,799.880,1
590.947,799.880,1
589.196,802.195,1
587.975,801.474,1
585.346,802.409,1
585.048,800.900,1
585.048,800.900,1
582.404,799.376,1
583.625,797.799,1
581.923,796.225,1
583.664,794.693,1
583.664,794.693,1
582.300,792.542,1
583.731,790.392,1
582.357,788.439,1
582.357,788.439,1
584.161,787.214,1
583.657,785.521,1
586.212,784.832,1
583.811,783.938,1
583.811,783.938,1
585.138,782.538,1
584.019,782.512,1
584.019,782.512,1
584.319,781.916,1
584.964,780.796,1
582.132,780.788,1
582.132,780.788,1
581.734,779.190,1
578.969,779.128,1
578.884,777.959,1
576.296,778.033,1
576.296,778.033,1
575.860,776.942,1
572.629,776.146,1
572.364,774.189,1
572.364,774.189,1
569.241,772.668,1
569.229,770.500,1
566.953,768.664,1
567.048,766.332,1
567.048,766.332,1
563.399,763.817,1
563.757,762.245,1
561.382,760.053,1
561.670,757.918,1
561.670,757.918,1
559.722,756.178,1
560.798,754.325,1
559.399,752.126,1
560.966,750.559,1
560.966,750.559,1
559.962,748.367,1
562.085,746.669,1
561.058,744.728,1
562.049,743.066,1
562.049,743.066,1
560.978,740.273,1
562.700,738.483,1
561.930,735.399,1
561.930,735.399,1
563.444,734.311,1
563.368,731.802,1
565.401,730.104,1
564.763,727.643,1
564.763,727.643,1
566.304,726.169,1
565.332,723.438,1
566.791,722.781,1
566.292,720.557,1
566.292,720.557,1
567.467,719.495,1
566.585,717.166,1
567.500,716.111,1
567.500,716.111,1
566.738,713.563,1
567.877,712.441,1
567.563,709.911,1
568.833,707.532,1
568.833,707.532,1
567.688,705.501,1
568.244,703.628,1
566.362,701.023,1
567.575,699.521,1
567.575,699.521,1
566.803,696.965,1
568.414,695.857,1
568.434,693.112,1
571.361,692.689,1
571.361,692.689,1
572.041,689.905,1
574.164,689.843,1
574.936,687.940,1
574.936,687.940,1
577.071,688.352,1
577.789,686.252,1
580.245,686.852,1
580.710,685.030,1
580.710,685.030,1
581.994,686.933,1
582.572,685.610,1
584.744,685.737,1
584.744,685.737,1
584.156,684.056,1
585.320,682.803,1
582.872,680.919,1
582.861,679.195,1
582.861,679.195,1
580.847,677.526,1
580.837,675.823,1
578.219,674.070,1
578.603,673.283,1
578.603,673.283,1
577.407,671.391,1
579.076,670.040,1
577.499,667.625,1
578.769,666.011,1
578.769,666.011,1
576.974,664.445,1
578.100,663.376,1
577.106,661.100,1
577.106,661.100,1
578.196,660.103,1
579.035,657.219,1
580.483,657.401,1
580.483,657.401,1
582.005,654.830,1
583.305,656.875,1
585.798,655.165,1
585.798,655.165,1
586.266,655.776,1
586.266,655.776,1
586.266,655.776,1
586.266,655.776,1
586.266,655.776,1
586.266,655.776,1
586.266,655.776,1
586.266,655.776,1
586.266,655.776,1
586.266,655.776,1
586.266,655.776,1
586.266,655.776,1
586.266,655.776,1
586.266,655.776,1
586.266,655.776,1
586.266,655.776,1
586.266,655.776,1
586.266,655.776,1
586.266,655.776,1
586.266,655.776,1
586.266,655.776,1
586.266,655.776,1
586.266,655.776,1
586.266,655.776,1
586.266,655.776,1
586.266,655.776,1
586.266,655.776,1
586.266,655.776,1
586.266,655.776,1
577.594,662.797,0
577.702,662.379,0
578.549,664.308,0
670.340,677.081,0
672.480,676.322,0
674.097,677.855,0
674.097,677.855,0
676.448,677.127,0
677.750,678.853,0
679.798,678.727,0
681.224,680.691,0
681.224,680.691,0
683.525,679.435,0
685.051,681.087,0
687.159,679.995,0
687.159,679.995,0
689.071,681.255,0
691.061,679.964,0
693.371,680.985,0
694.708,679.063,0
694.708,679.063,0
696.423,679.894,0
695.421,677.138,0
696.264,676.977,0
696.271,674.835,0
696.271,674.835,0
698.230,675.501,0
699.659,673.682,0
701.059,675.187,0
703.287,674.556,0
703.287,674.556,0
705.097,676.315,0
706.962,675.406,0
708.999,677.140,0
710.820,675.911,0
710.820,675.911,0
712.650,676.753,0
714.552,675.863,0
716.757,676.599,0
716.757,676.599,0
717.955,674.860,0
720.259,676.223,0
721.294,674.610,0
723.359,674.756,0
723.359,674.756,0
722.945,672.511,0
725.024,672.593,0
724.484,670.596,0
726.151,669.071,0
726.151,669.071,0
725.325,666.790,0
726.475,665.329,0
725.595,663.078,0
726.970,661.474,0
726.970,661.474,0
725.977,660.164,0
728.457,659.070,0
727.496,656.800,0
727.496,656.800,0
728.012,655.068,0
725.489,654.749,0
724.726,653.053,0
721.765,651.242,0
721.765,651.242,0
722.194,650.564,0
719.970,650.791,0
720.075,649.910,0
720.075,649.910,0
720.075,649.910,0
720.844,649.191,0
723.358,647.394,0
722.051,646.309,0
722.414,643.967,0
722.414,643.967,0
719.720,642.690,0
719.975,640.842,0
717.661,639.317,0
718.403,637.997,0
718.403,637.997,0
717.155,635.708,0
718.695,634.793,0
719.154,632.892,0
721.588,632.850,0
721.588,632.850,0
722.309,630.419,0
724.551,629.177,0
723.944,627.037,0
725.471,625.663,0
725.471,625.663,0
724.706,623.590,0
726.530,622.087,0
725.741,619.206,0
725.741,619.206,0
727.296,617.920,0
726.449,615.441,0
728.171,614.457,0
727.783,612.027,0
727.783,612.027,0
729.827,611.078,0
728.881,608.630,0
731.105,607.850,0
730.911,605.775,0
730.911,605.775,0
733.128,604.842,0
732.924,601.908,0
734.568,601.120,0
733.745,598.000,0
733.745,598.000,0
735.827,596.703,0
735.427,594.208,0
737.566,592.644,0
737.566,592.644,0
736.637,590.138,0
738.644,588.782,0
737.946,586.226,0
739.505,585.092,0
739.505,585.092,0
738.481,582.864,0
740.750,581.744,0
740.491,579.234,0
742.753,577.697,0
742.753,577.697,0
742.632,575.002,0
744.587,573.993,0
743.873,571.746,0
743.873,571.746,0
745.700,571.022,0
745.444,568.729,0
747.570,567.827,0
747.121,565.127,0
747.121,565.127,0
748.999,564.477,0
748.969,562.541,0
751.448,561.779,0
750.023,559.923,0
750.023,559.923,0
751.139,557.918,0
749.267,556.046,0
749.950,554.152,0
748.426,552.162,0
748.426,552.162,0
749.993,549.699,0
748.765,548.477,0
748.853,546.232,0
748.853,546.232,0
746.709,545.306,0
746.837,543.384,0
744.840,542.392,0
744.807,540.086,0
744.807,540.086,0
743.094,539.993,0
742.897,537.372,0
740.496,537.984,0
739.491,536.068,0
739.491,536.068,0
736.786,536.840,0
735.820,534.775,0
733.622,536.031,0
732.559,534.346,0
732.559,534.346,0
730.230,534.839,0
729.247,532.512,0
726.919,532.610,0
725.878,530.585,0
725.878,530.585,0
723.396,530.926,0
722.084,529.379,0
719.951,530.302,0
719.951,530.302,0
718.682,528.567,0
716.336,529.101,0
715.298,527.169,0
712.864,527.619,0
712.864,527.619,0
711.703,525.543,0
709.213,525.731,0
708.405,523.942,0
705.930,524.357,0
705.930,524.357,0
705.029,522.555,0
702.674,522.607,0
702.167,520.916,0
700.673,521.467,0
700.673,521.467,0
699.819,519.637,0
697.265,520.431,0
696.196,518.478,0
696.196,518.478,0
693.583,518.938,0
692.543,517.331,0
689.445,517.874,0
689.184,516.133,0
689.184,516.133,0
687.298,516.044,0
686.101,514.055,0
684.046,514.593,0
682.582,513.166,0
682.582,513.166,0
680.122,514.431,0
679.087,513.079,0
676.523,513.383,0
675.900,511.406,0
675.900,511.406,0
673.485,511.413,0
672.687,509.407,0
670.453,509.488,0
669.286,507.739,0
669.286,507.739,0
666.436,508.486,0
665.612,507.255,0
662.651,507.370,0
662.651,507.370,0
663.044,506.354,0
663.044,506.354,0
663.044,506.354,0
