x,y,z
730.300,796.186,1
727.974,795.877,1
727.974,795.877,1
729.260,794.884,1
729.606,795.734,1
732.522,796.277,1
732.666,798.231,1
732.666,798.231,1
735.580,799.531,1
734.402,800.740,1
735.875,802.005,1
735.875,802.005,1
732.228,801.911,1
733.462,802.870,1
733.325,803.199,1
733.325,803.199,1
735.564,804.223,1
735.084,804.385,1
736.428,806.012,1
734.979,805.251,1
734.669,806.785,1
732.755,804.291,1
732.755,804.291,1
731.834,805.996,1
729.922,804.664,1
730.324,809.234,1
728.447,807.551,1
727.503,811.895,1
725.823,810.693,1
724.530,814.267,1
722.388,812.977,1
720.432,815.779,1
718.763,815.106,1
717.382,819.014,1
716.321,818.253,1
715.135,820.350,1
714.597,819.343,1
713.028,821.661,1
711.794,820.860,1
710.389,822.719,1
708.520,821.942,1
706.991,823.397,1
705.515,822.228,1
705.515,822.228,1
703.322,824.090,1
702.362,822.558,1
700.221,822.976,1
699.720,821.168,1
697.301,820.961,1
696.958,818.523,1
694.715,818.239,1
694.251,815.905,1
692.212,815.796,1
691.605,813.906,1
688.633,814.755,1
688.197,812.799,1
685.869,812.363,1
685.589,810.308,1
682.936,810.214,1
682.188,808.223,1
679.664,807.869,1
679.774,806.485,1
678.389,806.760,1
677.987,805.140,1
675.740,805.011,1
675.571,802.767,1
673.603,803.093,1
672.820,800.984,1
670.529,800.721,1
669.634,799.029,1
669.634,799.029,1
667.371,798.962,1
666.888,797.312,1
664.622,797.218,1
663.825,795.653,1
661.890,795.781,1
661.600,794.115,1
659.351,794.115,1
658.870,792.246,1
656.576,792.657,1
655.855,790.691,1
655.855,790.691,1
654.047,791.090,1
653.390,788.944,1
651.553,789.052,1
650.808,787.628,1
648.808,788.740,1
648.132,787.616,1
648.132,787.616,1
646.555,788.804,1
645.526,787.129,1
642.456,788.966,1
640.278,788.104,1
637.560,790.296,1
634.036,790.465,1
634.036,790.465,1
631.325,792.773,1
627.963,793.030,1
625.989,795.531,1
624.038,795.167,1
622.122,797.049,1
619.868,796.366,1
618.244,798.212,1
615.978,797.530,1
614.230,799.398,1
614.230,799.398,1
611.580,798.252,1
609.624,799.753,1
607.703,799.317,1
606.082,801.338,1
604.061,801.077,1
602.226,803.065,1
602.226,803.065,1
600.754,802.671,1
598.960,804.977,1
597.742,804.234,1
597.742,804.234,1
595.083,805.138,1
594.804,803.616,1
592.182,802.054,1
592.182,802.054,1
593.452,800.460,1
591.762,798.853,1
593.535,797.336,1
593.535,797.336,1
592.180,795.117,1
593.634,792.965,1
592.275,790.929,1
592.275,790.929,1
594.084,789.740,1
593.663,788.026,1
596.070,787.181,1
596.070,787.181,1
593.679,785.836,1
594.264,785.215,1
594.264,785.215,1
594.264,785.215,1
594.402,784.618,1
594.858,783.536,1
592.367,783.257,1
592.641,781.894,1
592.641,781.894,1
590.425,781.724,1
590.957,780.775,1
588.894,780.631,1
589.457,779.920,1
587.462,779.719,1
587.771,778.993,1
587.771,778.993,1
585.919,778.571,1
586.243,777.671,1
584.274,777.257,1
584.271,776.201,1
580.126,775.167,1
579.884,774.244,1
575.869,772.591,1
574.012,769.946,1
570.331,767.628,1
570.331,767.628,1
569.892,765.098,1
566.679,761.756,1
567.256,759.753,1
565.549,757.185,1
566.889,754.662,1
565.274,752.280,1
566.037,750.447,1
564.856,747.647,1
565.922,745.017,1
565.104,741.902,1
566.205,740.424,1
565.880,737.926,1
567.109,735.974,1
566.213,733.409,1
567.514,731.633,1
566.362,728.848,1
567.806,727.785,1
567.102,725.593,1
567.102,725.593,1
568.372,724.611,1
567.358,722.564,1
568.334,721.807,1
567.350,719.630,1
568.524,718.861,1
567.986,716.706,1
568.758,715.064,1
567.424,712.874,1
567.886,711.224,1
565.821,708.891,1
566.901,707.383,1
565.976,704.878,1
567.322,703.875,1
567.192,701.325,1
569.729,700.222,1
570.184,697.320,1
572.415,696.569,1
573.326,693.582,1
575.695,692.839,1
575.695,692.839,1
576.549,689.848,1
579.246,689.755,1
579.765,687.460,1
581.007,689.340,1
581.705,687.694,1
584.465,687.117,1
583.616,685.381,1
584.841,683.671,1
582.384,682.060,1
582.323,680.172,1
580.180,678.622,1
580.313,676.653,1
577.528,674.925,1
577.867,674.097,1
576.548,672.259,1
578.187,670.818,1
576.460,668.417,1
576.460,668.417,1
577.884,667.009,1
576.017,665.671,1
577.135,664.608,1
576.088,662.505,1
577.137,661.457,1
577.828,658.482,1
579.140,658.509,1
580.374,655.773,1
581.566,657.372,1
584.059,655.390,1
584.059,655.390,1
584.387,655.835,1
584.387,655.835,1
584.387,655.835,1
584.387,655.835,1
584.387,655.835,1
584.387,655.835,1
584.387,655.835,1
584.387,655.835,1
584.387,655.835,1
584.387,655.835,1
584.387,655.835,1
584.387,655.835,1
584.387,655.835,1
584.387,655.835,1
584.387,655.835,1
584.387,655.835,1
584.387,655.835,1
584.387,655.835,1
584.387,655.835,1
584.387,655.835,1
584.387,655.835,1
584.387,655.835,1
584.387,655.835,1
584.387,655.835,1
584.387,655.835,1
584.387,655.835,1
584.387,655.835,1
584.387,655.835,1
584.387,655.835,1
584.387,655.835,1
584.387,655.835,1
584.387,655.835,1
584.387,655.835,1
584.387,655.835,1
585.150,655.572,0
587.424,654.294,0
589.320,655.611,0
592.192,654.797,0
671.519,676.238,0
673.309,678.057,0
675.694,677.335,0
675.694,677.335,0
676.985,679.066,0
679.030,678.949,0
680.444,680.918,0
680.444,680.918,0
682.749,679.676,0
684.264,681.333,0
686.375,680.254,0
686.375,680.254,0
688.278,681.522,0
690.272,680.243,0
692.574,681.274,0
692.574,681.274,0
693.924,679.349,0
695.599,680.181,0
694.612,677.424,0
694.612,677.424,0
695.457,677.271,0
695.473,675.141,0
697.426,675.816,0
697.426,675.816,0
698.868,673.993,0
700.249,675.483,0
702.512,674.832,0
702.512,674.832,0
704.289,676.532,0
706.184,675.571,0
708.178,677.229,0
708.178,677.229,0
709.905,675.852,0
711.804,676.691,0
713.747,676.001,0
715.911,676.773,0
715.911,676.773,0
717.273,675.203,0
719.678,676.620,0
719.678,676.620,0
720.781,675.037,0
722.868,675.118,0
722.505,672.971,0
722.505,672.971,0
724.645,673.098,0
724.119,671.142,0
725.723,669.572,0
725.723,669.572,0
724.888,667.429,0
725.987,665.895,0
725.083,663.482,0
726.434,661.897,0
726.434,661.897,0
725.438,660.537,0
727.912,659.397,0
726.982,657.049,0
726.982,657.049,0
727.502,655.327,0
725.022,655.040,0
724.324,653.325,0
724.324,653.325,0
721.355,651.602,0
721.833,650.895,0
719.563,651.133,0
719.563,651.133,0
719.651,650.239,0
719.651,650.239,0
719.651,650.239,0
720.423,649.522,0
722.945,647.735,0
721.642,646.645,0
722.014,644.304,0
722.014,644.304,0
719.325,643.016,0
719.587,641.169,0
717.279,639.635,0
717.279,639.635,0
718.033,638.312,0
716.808,636.041,0
718.352,635.132,0
718.352,635.132,0
718.818,633.232,0
721.253,633.199,0
721.984,630.771,0
721.984,630.771,0
724.230,629.538,0
723.632,627.396,0
725.165,626.027,0
725.165,626.027,0
724.408,623.952,0
726.238,622.456,0
725.460,619.571,0
725.460,619.571,0
727.021,618.291,0
726.184,615.808,0
727.910,614.831,0
727.910,614.831,0
727.526,612.386,0
729.539,611.466,0
728.595,609.001,0
730.822,608.229,0
730.822,608.229,0
730.637,606.153,0
732.857,605.229,0
732.663,602.280,0
732.663,602.280,0
734.282,601.512,0
733.472,598.389,0
733.472,598.389,0
735.558,597.100,0
735.169,594.603,0
737.314,593.047,0
737.314,593.047,0
736.395,590.538,0
738.407,589.190,0
737.720,586.630,0
737.720,586.630,0
739.294,585.499,0
738.291,583.271,0
740.565,582.160,0
740.565,582.160,0
740.316,579.648,0
742.584,578.120,0
742.475,575.424,0
742.475,575.424,0
744.434,574.423,0
743.729,572.172,0
745.559,571.456,0
745.559,571.456,0
745.306,569.150,0
747.400,568.270,0
746.962,565.568,0
746.962,565.568,0
748.843,564.926,0
748.820,562.989,0
751.303,562.238,0
751.303,562.238,0
749.874,560.368,0
750.973,558.407,0
749.097,556.530,0
749.097,556.530,0
749.796,554.630,0
748.279,552.633,0
749.856,550.176,0
749.856,550.176,0
748.633,548.949,0
748.730,546.704,0
746.589,545.770,0
746.589,545.770,0
746.725,543.848,0
744.732,542.848,0
744.707,540.542,0
744.707,540.542,0
742.995,540.442,0
742.802,537.775,0
740.394,538.366,0
740.394,538.366,0
739.395,536.446,0
736.686,537.208,0
735.667,535.163,0
735.667,535.163,0
733.456,536.426,0
732.398,534.736,0
730.079,535.216,0
730.079,535.216,0
729.089,532.854,0
726.759,532.945,0
725.735,530.877,0
725.735,530.877,0
723.272,531.203,0
721.973,529.615,0
719.843,530.510,0
718.580,528.770,0
718.580,528.770,0
716.229,529.296,0
715.150,527.385,0
712.707,527.867,0
712.707,527.867,0
711.558,525.791,0
709.120,525.990,0
708.326,524.161,0
708.326,524.161,0
705.890,524.533,0
704.998,522.729,0
702.656,522.736,0
702.656,522.736,0
702.129,521.256,0
700.518,521.757,0
699.619,519.884,0
699.619,519.884,0
697.152,520.687,0
696.137,518.673,0
693.469,519.125,0
693.469,519.125,0
692.436,517.514,0
689.335,518.045,0
689.071,516.300,0
689.071,516.300,0
687.155,516.183,0
685.906,514.169,0
683.788,514.800,0
683.788,514.800,0
682.402,513.349,0
679.965,514.563,0
678.936,513.206,0
678.936,513.206,0
676.371,513.499,0
675.681,511.532,0
673.260,511.506,0
673.260,511.506,0
672.410,509.587,0
670.187,509.684,0
668.819,508.119,0
668.819,508.119,0
666.138,508.812,0
665.422,507.575,0
662.446,507.656,0
662.446,507.656,0
662.710,506.670,0
662.710,506.670,0
662.710,506.670,0
662.710,506.670,0
